13 inter1 1 a 0 亲吻 region1 326574
13 inter1 1 a 1 婴儿 region2 371075
13 inter1 1 a 2 的 de1 272010
13 inter1 1 a 3 那个 dem 252591
13 inter1 1 a 4 诊所 NP1 222974
13 inter1 1 a 5 的 de2 248031
13 inter1 1 a 6 医生 NP2 279063
13 inter1 1 a 7 离开了。 end 280928
13 inter1 1 a ? {B} 1 3616417
13 inter1 2 a 0 被 passive 1133153
13 inter1 2 a 1 病人 region1 558893
13 inter1 2 a 2 投诉 region2 334815
13 inter1 2 a 3 的 de1 516502
13 inter1 2 a 4 那个 dem 535933
13 inter1 2 a 5 诊所 NP1 748892
13 inter1 2 a 6 的 de2 310441
13 inter1 2 a 7 医生 NP2 303965
13 inter1 2 a 8 离开了。 end 538479
13 inter1 2 a ? {B} 1 21889857
13 inter1 3 a 0 拥抱了 region1 608197
13 inter1 3 a 1 学校 region2 304213
13 inter1 3 a 2 的 de1 295011
13 inter1 3 a 3 老师 NP1 214020
13 inter1 3 a 4 的 de2 197025
13 inter1 3 a 5 学生 NP2 175119
13 inter1 3 a 6 正在放暑假。 end 173948
13 inter1 3 a ? {B} 1 30668344
13 inter1 4 a 0 训练 region1 863893
13 inter1 4 a 1 学员 region2 1727079
13 inter1 4 a 2 的 de1 385034
13 inter1 4 a 3 健身教练 NP1 670105
13 inter1 4 a 4 的 de2 330853
13 inter1 4 a 5 健身房 NP2 268302
13 inter1 4 a 6 每天都开。 end 319904
13 inter1 4 a ? {B} 1 13324062
13 inter1 5 a 0 被 passive 729154
13 inter1 5 a 1 读者 region1 392800
13 inter1 5 a 2 烫伤 region2 295262
13 inter1 5 a 3 的 de1 364571
13 inter1 5 a 4 作家 NP1 328883
13 inter1 5 a 5 的 de2 281076
13 inter1 5 a 6 出版社 NP2 280930
13 inter1 5 a 7 成立100年了。 end 505701
13 inter1 5 a ? {B} 1 2419701
13 inter1 6 a 0 被 passive 295798
13 inter1 6 a 1 乘客 region1 324024
13 inter1 6 a 2 刺伤 region2 283607
13 inter1 6 a 3 的 de1 219029
13 inter1 6 a 4 那个 dem 191008
